TITLE = "gamma(y) for z+ < 0.9"
VARIABLES = "j" "y" "gamma" "zp_bot" "zp_top" "zp_max"
ZONE T="gamma_field", I=257, F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   227 8.27944617e+00   3.984312   0.755770   0.450920   0.755770
   228 8.30554545e+00   4.029344   0.750899   0.432438   0.750899
   229 8.33145817e+00   4.074535   0.748221   0.414757   0.748221
   230 8.35721286e+00   4.118980   0.746856   0.397814   0.746856
   231 8.38275567e+00   4.161638   0.748165   0.382220   0.748165
   232 8.40808744e+00   4.201298   0.752488   0.367995   0.752488
   233 8.43326577e+00   4.236665   0.759926   0.355594   0.759926
   234 8.45830795e+00   4.266562   0.770979   0.345004   0.770979
   235 8.48316081e+00   4.290146   0.785990   0.336523   0.785990
   236 8.50774423e+00   4.307058   0.805031   0.329997   0.805031
   237 8.53232947e+00   4.317343   0.827557   0.325416   0.827557
   238 8.55695868e+00   4.321666   0.853243   0.322412   0.853243
   239 8.58163426e+00   4.320988   0.876740   0.320874   0.876740
   240 8.60615947e+00   4.316253   0.897181   0.320490   0.897181
   241 8.63073292e+00   4.316766   0.900000   0.319090   0.900000
   242 8.65536632e+00   4.294827   0.898307   0.323302   0.898307
   243 8.68005862e+00   4.275835   0.864852   0.327165   0.864852
   244 8.70462422e+00   4.247800   0.804703   0.333548   0.804703
   245 8.72922373e+00   4.206539   0.725155   0.343782   0.725155
   246 8.75386037e+00   4.147250   0.637603   0.359229   0.637603
   247 8.77850357e+00   4.064968   0.549062   0.382111   0.549062
   248 8.80311326e+00   3.955048   0.463050   0.414675   0.463050
   249 8.82772089e+00   3.813632   0.376270   0.460485   0.460485
   250 8.85233703e+00   3.638136   0.288434   0.523156   0.523156
   251 8.87695216e+00   3.428118   0.149907   0.608035   0.608035
   252 8.90156275e+00   3.186228   0.251348   0.719353   0.719353
   253 8.92617222e+00   2.919414   0.415539   0.860711   0.860711
   254 8.95078115e+00   2.852372   0.459973   0.899484   0.899484
   255 8.97539068e+00   2.852711   0.439170   0.900000   0.900000
   256 9.00000000e+00   2.852494   0.419887   0.899603   0.899603
